"dep","nouvelle","insee_nouvelle","ancienne","insee_ancienne"
"50","La Haye","50236","Montgardon","50343"
"50","La Haye","50236","Saint-Rémy-des-Landes","50544"
"50","La Haye","50236","Saint-Symphorien-le-Valois","50558"
"50","La Haye","50236","Surville","50586"
"50","Le Grippon",,"Champcervon","50115"
"50","Le Grippon",,"Les Chambres","50114"
"50","Le Parc","50535","Braffais","50071"
"50","Le Parc","50535","Plomb","50406"
"50","Le Parc","50535","Sainte-Pience","50535"
"50","Lessay","50267","Angoville-sur-Ay","50012"
"50","Lessay","50267","Lessay","50267"
"50","Le Teilleul","50591","Ferrières","50179"
"50","Le Teilleul","50591","Heussé","50245"
"50","Le Teilleul","50591","Husson","50254"
"50","Le Teilleul","50591","Le Teilleul","50591"
"50","Le Teilleul","50591","Sainte-Marie-du-Bois","50508"
"50","Marigny-le-Lozon",,"Lozon","50280"
"50","Marigny-le-Lozon",,"Marigny","50292"
"50","Montsenelle","50273","Coigny","50136"
"50","Montsenelle","50273","Lithaire","50273"
"50","Montsenelle","50273","Prétot-Sainte-Suzanne","50415"
"50","Montsenelle","50273","Saint-Jores","50497"
"50","Mortain-Bocage",,"Bion","50056"
"50","Mortain-Bocage",,"Mortain","50359"
"50","Mortain-Bocage",,"Notre-Dame-du-Touchet","50381"
"50","Mortain-Bocage",,"Saint-Jean-du-Corail","50494"
"50","Mortain-Bocage",,"Villechien","50638"
"50","Moyon Villages","50363","Chevry","50134"
"50","Moyon Villages","50363","Le Mesnil-Opac","50316"
"50","Moyon Villages","50363","Moyon","50363"
"50","Orval-sur-Sienne","50388","Montchaton","50339"
"50","Orval-sur-Sienne","50388","Orval","50388"
"50","Percy-en-Normandie",,"Le Chefresne","50128"
"50","Percy-en-Normandie",,"Percy","50393"
"50","Picauville",,"Amfreville","50005"
"50","Picauville",,"Cretteville","50153"
"50","Picauville",,"Gourbesville","50212"
"50","Picauville",,"Houtteville","50250"
"50","Picauville",,"Picauville","50400"
"50","Picauville",,"Vindefontaine","50642"
"50","Pontorson","50410","Macey","50284"
"50","Pontorson","50410","Pontorson","50410"
"50","Pontorson","50410","Vessey","50630"
"50","Quettreville-sur-Sienne","50419","Hyenville","50255"
"50","Quettreville-sur-Sienne","50419","Quettreville-sur-Sienne","50419"
"50","Romagny-Fontenay",,"Fontenay","50189"
"50","Romagny-Fontenay",,"Romagny","50436"
"50","Sainte-Mère-Église","50523","Beuzeville-au-Plain","50051"
"50","Sainte-Mère-Église","50523","Chef-du-Pont","50127"
"50","Sainte-Mère-Église","50523","Écoquenéauville","50170"
"50","Sainte-Mère-Église","50523","Foucarville","50191"
"50","Sainte-Mère-Église","50523","Sainte-Mère-Église","50523"
"50","Saint-Hilaire-du-Harcouët","50484","Saint-Hilaire-du-Harcouët","50484"
"50","Saint-Hilaire-du-Harcouët","50484","Saint-Martin-de-Landelles","50515"
"50","Saint-Hilaire-du-Harcouët","50484","Virey","50644"
"50","Saint-Jean-d'Elle","50492","Notre-Dame-d'Elle","50380"
"50","Saint-Jean-d'Elle","50492","Précorbin","50414"
"50","Saint-Jean-d'Elle","50492","Rouxeville","50441"
"50","Saint-Jean-d'Elle","50492","Saint-Jean-des-Baisants","50492"
"50","Saint-Jean-d'Elle","50492","Vidouville","50635"
"50","Sartilly-Baie-Bocage",,"Angey","50009"
"50","Sartilly-Baie-Bocage",,"Champcey","50116"
"50","Sartilly-Baie-Bocage",,"La Rochelle-Normande","50434"
"50","Sartilly-Baie-Bocage",,"Montviron","50355"
"50","Sartilly-Baie-Bocage",,"Sartilly","50565"
"50","Sourdeval","50582","Sourdeval","50582"
"50","Sourdeval","50582","Vengeons","50625"
"50","Terre-et-Marais",,"Sainteny","50564"
"50","Terre-et-Marais",,"Saint-Georges-de-Bohon","50470"
"50","Tessy-Bocage","50592","Fervaches","50180"
"50","Tessy-Bocage","50592","Tessy-sur-Vire","50592"
"50","Thèreval",,"Hébécrevon","50239"
"50","Thèreval",,"La Chapelle-en-Juger","50123"
"50","Torigny-les-Villes","50601","Brectouville","50075"
"50","Torigny-les-Villes","50601","Giéville","50202"
"50","Torigny-les-Villes","50601","Guilberville","50224"
"50","Torigny-les-Villes","50601","Torigni-sur-Vire","50601"
"50","Vicq-sur-Mer",,"Cosqueville","50142"
"50","Vicq-sur-Mer",,"Gouberville","50211"
"50","Vicq-sur-Mer",,"Néville-sur-Mer","50375"
"50","Vicq-sur-Mer",,"Réthoville","50432"
"50","Villedieu-les-Poêles-Rouffigny","50639","Rouffigny","50440"
"50","Villedieu-les-Poêles-Rouffigny","50639","Villedieu-les-Poêles","50639"
"51","Aÿ-Champagne",,"Ay","51030"
"51","Aÿ-Champagne",,"Bisseuil","51064"
"51","Aÿ-Champagne",,"Mareuil-sur-Ay","51347"
"51","Val-de-Livre",,"Louvois","51331"
"51","Val-de-Livre",,"Tauxières-Mutry","51564"
"52","La Porte-du-Der",,"Montier-en-Der","52331"
"52","La Porte-du-Der",,"Robert-Magny","52427"
"52","Le Montsaugeonnais",,"Montsaugeon","52340"
"52","Le Montsaugeonnais",,"Prauthoy","52405"
"52","Le Montsaugeonnais",,"Vaux-sous-Aubigny","52509"
"52","Rives-Dervoises",,"Droyes","52180"
"52","Rives-Dervoises",,"Longeville-sur-la-Laines","52293"
"52","Rives-Dervoises",,"Louze","52296"
"52","Rives-Dervoises",,"Puellemontier","52411"
"52","Saints-Geosmes","52449","Balesmes-sur-Marne","52036"
"52","Saints-Geosmes","52449","Saints-Geosmes","52449"
"52","Villegusien-le-Lac",,"Heuilley-Cotton","52239"
"52","Villegusien-le-Lac",,"Villegusien-le-Lac","52529"
"53","Loiron-Ruillé","53137","Loiron","53137"
"53","Loiron-Ruillé","53137","Ruillé-le-Gravelais","53194"
"53","Pré-en-Pail-Saint-Samson","53185","Pré-en-Pail","53185"
"53","Pré-en-Pail-Saint-Samson","53185","Saint-Samson","53252"
"53","Sainte-Suzanne-et-Chammes","53255","Chammes","53050"
"53","Sainte-Suzanne-et-Chammes","53255","Sainte-Suzanne","53255"
"56","Évellys","56144","Moustoir-Remungol","56142"
"56","Évellys","56144","Naizin","56144"
"56","Évellys","56144","Remungol","56192"
"56","Theix-Noyalo",,"Noyalo","56150"
"56","Theix-Noyalo",,"Theix","56251"
"56","Val-d'Oust","56197","La Chapelle-Caro","56037"
"56","Val-d'Oust","56197","Le Roc-Saint-André","56197"
"56","Val-d'Oust","56197","Quily","56187"
"57","Ancy-Dornot","57021","Ancy-sur-Moselle","57021"
"57","Ancy-Dornot","57021","Dornot","57184"
"58","Beaulieu",,"Beaulieu","58026"
"58","Beaulieu",,"Dompierre-sur-Héry","58100"
"58","Beaulieu",,"Michaugues","58167"
"59","Ghyvelde",,"Ghyvelde","59260"
"59","Ghyvelde",,"Les Moëres","59404"
"59","Téteghem-Coudekerque-Village",,"Coudekerque-Village","59154"
"59","Téteghem-Coudekerque-Village",,"Téteghem","59588"
"60","Bornel","60088","Anserville","60018"
"60","Bornel","60088","Bornel","60088"
"60","Bornel","60088","Fosseuse","60246"
"61","Athis-Val-de-Rouvre","61007","Athis-de-l'Orne","61007"
"61","Athis-Val-de-Rouvre","61007","Bréel","61058"
"61","Athis-Val-de-Rouvre","61007","La Carneille","61073"
"61","Athis-Val-de-Rouvre","61007","Les Tourailles","61489"
"61","Athis-Val-de-Rouvre","61007","Notre-Dame-du-Rocher","61313"
"61","Athis-Val-de-Rouvre","61007","Ronfeugerai","61353"
"61","Athis-Val-de-Rouvre","61007","Ségrie-Fontaine","61465"
"61","Athis-Val-de-Rouvre","61007","Taillebois","61478"
"61","Bagnoles-de-l'Orne-Normandie","61483","Bagnoles-de-l'Orne","61483"
"61","Bagnoles-de-l'Orne-Normandie","61483","Saint-Michel-des-Andaines","61431"
"61","Chailloué","61081","Chailloué","61081"
"61","Chailloué","61081","Marmouillé","61253"
"61","Chailloué","61081","Neuville-près-Sées","61306"
"61","Cour-Maugis-sur-Huisne","61050","Boissy-Maugis","61050"
"61","Cour-Maugis-sur-Huisne","61050","Courcerault","61128"
"61","Cour-Maugis-sur-Huisne","61050","Maison-Maugis","61245"
"61","Cour-Maugis-sur-Huisne","61050","Saint-Maurice-sur-Huisne","61430"
"61","Domfront-en-Poiraie","61145","Domfront","61145"
"61","Domfront-en-Poiraie","61145","La Haute-Chapelle","61201"
"61","Domfront-en-Poiraie","61145","Rouellé","61355"
"61","Écouché-les-Vallées",,"Batilly","61027"
"61","Écouché-les-Vallées",,"Écouché","61153"
"61","Écouché-les-Vallées",,"La Courbe","61127"
"61","Écouché-les-Vallées",,"Loucé","61236"
"61","Écouché-les-Vallées",,"Saint-Ouen-sur-Maire","61441"
"61","Écouché-les-Vallées",,"Serans","61470"
"61","Écouves","61341","Forges","61175"
"61","Écouves","61341","Radon","61341"
"61","Écouves","61341","Vingt-Hanaps","61509"
"61","Juvigny-Val-d'Andaine","61211","Beaulandais","61033"
"61","Juvigny-Val-d'Andaine","61211","Juvigny-sous-Andaine","61211"
"61","Juvigny-Val-d'Andaine","61211","La Baroche-sous-Lucé","61025"
"61","Juvigny-Val-d'Andaine","61211","Loré","61235"
"61","Juvigny-Val-d'Andaine","61211","Lucé","61239"
"61","Juvigny-Val-d'Andaine","61211","Saint-Denis-de-Villenette","61380"
"61","Juvigny-Val-d'Andaine","61211","Sept-Forges","61469"
"61","La Ferté-en-Ouche","61167","Anceins","61003"
"61","La Ferté-en-Ouche","61167","Bocquencé","61047"
"61","La Ferté-en-Ouche","61167","Couvains","61136"
"61","La Ferté-en-Ouche","61167","Gauville","61184"
"61","La Ferté-en-Ouche","61167","Glos-la-Ferrière","61191"
"61","La Ferté-en-Ouche","61167","Heugon","61205"
"61","La Ferté-en-Ouche","61167","La Ferté-Frênel","61167"
"61","La Ferté-en-Ouche","61167","Monnai","61282"
"61","La Ferté-en-Ouche","61167","Saint-Nicolas-des-Laitiers","61434"
"61","La Ferté-en-Ouche","61167","Villers-en-Ouche","61506"
"61","Les Monts-d'Andaine","61463","La Sauvagère","61463"
"61","Les Monts-d'Andaine","61463","Saint-Maurice-du-Désert","61428"
"61","Longny-les-Villages","61081","Chailloué","61081"
"61","Longny-les-Villages","61081","La Lande-sur-Eure","61220"
"61","Longny-les-Villages","61081","Longny-au-Perche","61230"
"61","Longny-les-Villages","61081","Malétable","61247"
"61","Longny-les-Villages","61081","Marchainville","61250"
"61","Longny-les-Villages","61081","Marmouillé","61253"
"61","Longny-les-Villages","61081","Monceaux-au-Perche","61280"
"61","Longny-les-Villages","61081","Moulicent","61296"
"61","Longny-les-Villages","61081","Neuilly-sur-Eure","61305"
"61","Longny-les-Villages","61081","Neuville-près-Sées","61306"
"61","Passais-Villages",,"L'Épinay-le-Comte","61155"
"61","Passais-Villages",,"Passais","61324"
"61","Passais-Villages",,"Saint-Siméon","61455"
"61","Perche-en-Nocé",,"Colonard-Corubert","61112"
"61","Perche-en-Nocé",,"Dancé","61144"
"61","Perche-en-Nocé",,"Nocé","61309"
"61","Perche-en-Nocé",,"Préaux-du-Perche","61337"
"61","Perche-en-Nocé",,"Saint-Aubin-des-Grois","61368"
"61","Perche-en-Nocé",,"Saint-Jean-de-la-Forêt","61409"
"61","Putanges-le-Lac","61339","Chênedouit","61106"
"61","Putanges-le-Lac","61339","La Forêt-Auvray","61174"
"61","Putanges-le-Lac","61339","La Fresnaye-au-Sauvage","61179"
"61","Putanges-le-Lac","61339","Les Rotours","61354"
"61","Putanges-le-Lac","61339","Ménil-Jean","61270"
"61","Putanges-le-Lac","61339","Putanges-Pont-Écrepin","61339"
"61","Putanges-le-Lac","61339","Rabodanges","61340"
"61","Putanges-le-Lac","61339","Saint-Aubert-sur-Orne","61364"
"61","Putanges-le-Lac","61339","Sainte-Croix-sur-Orne","61378"
"61","Rémalard-en-Perche","61345","Bellou-sur-Huisne","61042"
"61","Rémalard-en-Perche","61345","Dorceau","61147"
"61","Rémalard-en-Perche","61345","Rémalard","61345"
"61","Rives-d'Andaine","61096","Couterne","61135"
"61","Rives-d'Andaine","61096","Geneslay","61186"
"61","Rives-d'Andaine","61096","Haleine","61200"
"61","Rives-d'Andaine","61096","La Chapelle-d'Andaine","61096"
"61","Sablons-sur-Huisne","61116","Condeau","61115"
"61","Sablons-sur-Huisne","61116","Condé-sur-Huisne","61116"
"61","Sablons-sur-Huisne","61116","Coulonges-les-Sablons","61125"
"61","Sap-en-Auge","61460","Le Sap","61460"
"61","Sap-en-Auge","61460","Orville","61320"
"61","Tourouvre-au-Perche","61491","Autheuil","61016"
"61","Tourouvre-au-Perche","61491","Bivilliers","61045"
"61","Tourouvre-au-Perche","61491","Bresolettes","61059"
"61","Tourouvre-au-Perche","61491","Bubertré","61065"
"61","Tourouvre-au-Perche","61491","Champs","61090"
"61","Tourouvre-au-Perche","61491","La Poterie-au-Perche","61335"
"61","Tourouvre-au-Perche","61491","Lignerolles","61226"
"61","Tourouvre-au-Perche","61491","Prépotin","61338"
"61","Tourouvre-au-Perche","61491","Randonnai","61343"
"61","Tourouvre-au-Perche","61491","Tourouvre","61491"
"61","Val-au-Perche",,"Gémages","61185"
"61","Val-au-Perche",,"La Rouge","61356"
"61","Val-au-Perche",,"Le Theil","61484"
"61","Val-au-Perche",,"L'Hermitière","61204"
"61","Val-au-Perche",,"Mâle","61246"
"61","Val-au-Perche",,"Saint-Agnan-sur-Erre","61359"
"62","Saint-Augustin","62691","Clarques","62226"
"62","Saint-Augustin","62691","Rebecques","62691"
"63","Aulhat-Flat","63160","Aulhat-Saint-Privat","63018"
"63","Aulhat-Flat","63160","Flat","63160"
"63","Chambaron-sur-Morge","63244","Cellule","63068"
"63","Chambaron-sur-Morge","63244","La Moutade","63244"
"63","Nonette-Orsonnette","63255","Nonette","63255"
"63","Nonette-Orsonnette","63255","Orsonnette","63266"
"65","Gavarnie-Gèdre",,"Gavarnie","65188"
"65","Gavarnie-Gèdre",,"Gèdre","65192"
"65","Loudenvielle",,"Armenteule","65027"
"65","Loudenvielle",,"Loudenvielle","65282"
"67","Sommerau",,"Allenwiller","67004"
"67","Sommerau",,"Birkenwald","67041"
"67","Sommerau",,"Salenthal","67431"
"67","Sommerau",,"Singrist","67469"
"67","Truchtersheim","67495","Pfettisheim","67374"
"67","Truchtersheim","67495","Truchtersheim","67495"
"67","Val-de-Moder",,"La Walck","67512"
"67","Val-de-Moder",,"Pfaffenhoffen","67372"
"67","Val-de-Moder",,"Uberach","67496"
"67","Wingersheim-les-Quatre-Bans",,"Gingsheim","67158"
"67","Wingersheim-les-Quatre-Bans",,"Hohatzenheim","67207"
"67","Wingersheim-les-Quatre-Bans",,"Mittelhausen","67297"
"67","Wingersheim-les-Quatre-Bans",,"Wingersheim","67539"
"68","Aspach-Michelbach","68012","Aspach-le-Haut","68012"
"68","Aspach-Michelbach","68012","Michelbach","68206"
"68","Bernwiller","68006","Ammertzwiller","68006"
"68","Bernwiller","68006","Bernwiller","68031"
"68","Brunstatt-Didenheim",,"Brunstatt","68056"
"68","Brunstatt-Didenheim",,"Didenheim","68070"
"68","Illtal",,"Grentzingen","68108"
"68","Illtal",,"Henflingen","68133"
"68","Illtal",,"Oberdorf","68240"
"68","Kaysersberg-Vignoble","68162","Kaysersberg","68162"
"68","Kaysersberg-Vignoble","68162","Kientzheim","68164"
"68","Kaysersberg-Vignoble","68162","Sigolsheim","68310"
"68","Le Haut-Soultzbach","68219","Mortzwiller","68219"
"68","Le Haut-Soultzbach","68219","Soppe-le-Haut","68314"
"68","Masevaux-Niederbruck",,"Masevaux","68201"
"68","Masevaux-Niederbruck",,"Niederbruck","68233"
"68","Porte-du-Ried",,"Holtzwihr","68143"
"68","Porte-du-Ried",,"Riedwihr","68272"
"68","Spechbach","68320","Spechbach-le-Bas","68319"
"68","Spechbach","68320","Spechbach-le-Haut","68320"
"69","Cours","69066","Cours-la-Ville","69066"
"69","Cours","69066","Pont-Trambouze","69158"
"69","Cours","69066","Thel","69247"
"70","La Romaine",,"Greucourt","70281"
"70","La Romaine",,"Le Pont-de-Planches","70418"
"70","La Romaine",,"Vezet","70551"
"71","Fragnes-la-Loyère",,"Fragnes","71204"
"71","Fragnes-la-Loyère",,"La Loyère","71265"
"71","Le Rousset-Marizy","71279","Le Rousset","71375"
"71","Le Rousset-Marizy","71279","Marizy","71279"
"72","Ballon-Saint-Mars","72023","Ballon","72023"
"72","Ballon-Saint-Mars","72023","Saint-Mars-sous-Ballon","72301"
"72","Tuffé-Val-de-la-Chéronne","72363","Saint-Hilaire-le-Lierru","72288"
"72","Tuffé-Val-de-la-Chéronne","72363","Tuffé","72363"
"73","Aime-la-Plagne","73006","Aime","73006"
"73","Aime-la-Plagne","73006","Granier","73126"
"73","Aime-la-Plagne","73006","Montgirod","73169"
"73","Entrelacs","73010","Albens","73010"
"73","Entrelacs","73010","Cessens","73062"
"73","Entrelacs","73010","Épersy","73108"
"73","Entrelacs","73010","Mognard","73158"
"73","Entrelacs","73010","Saint-Germain-la-Chambotte","73238"
"73","Entrelacs","73010","Saint-Girod","73239"
"73","La Plagne-Tarentaise","73150","Bellentre","73038"
"73","La Plagne-Tarentaise","73150","La Côte-d'Aime","73093"
"73","La Plagne-Tarentaise","73150","Mâcot-la-Plagne","73150"
"73","La Plagne-Tarentaise","73150","Valezan","73305"
"73","Les Belleville","73257","Saint-Martin-de-Belleville","73257"
"73","Les Belleville","73257","Villarlurin","73321"
"73","Salins-Fontaine","73284","Fontaine-le-Puits","73115"
"73","Salins-Fontaine","73284","Salins-les-Thermes","73284"
"74","Epagny-Metz-Tessy",,"Épagny","74112"
"74","Epagny-Metz-Tessy",,"Metz-Tessy","74181"
"74","Faverges-Seythenex",,"Faverges","74123"
"74","Faverges-Seythenex",,"Seythenex","74270"
"74","Talloires-Montmin",,"Montmin","74187"
"74","Talloires-Montmin",,"Talloires","74275"
"74","Val-de-Chaise",,"Cons-Sainte-Colombe","74084"
"74","Val-de-Chaise",,"Marlens","74167"
"76","Arelaune-en-Seine",,"La Mailleraye-sur-Seine","76401"
"76","Arelaune-en-Seine",,"Saint-Nicolas-de-Bliquetuit","76625"
"76","Forges-les-Eaux","76276","Forges-les-Eaux","76276"
"76","Forges-les-Eaux","76276","Le Fossé","76277"
"76","Petit-Caux",,"Assigny","76027"
"76","Petit-Caux",,"Auquemesnil","76037"
"76","Petit-Caux",,"Belleville-sur-Mer","76073"
"76","Petit-Caux",,"Berneval-le-Grand","76081"
"76","Petit-Caux",,"Biville-sur-Mer","76098"
"76","Petit-Caux",,"Bracquemont","76137"
"76","Petit-Caux",,"Brunville","76145"
"76","Petit-Caux",,"Derchigny","76215"
"76","Petit-Caux",,"Glicourt","76301"
"76","Petit-Caux",,"Gouchaupre","76310"
"76","Petit-Caux",,"Greny","76326"
"76","Petit-Caux",,"Guilmécourt","76337"
"76","Petit-Caux",,"Intraville","76376"
"76","Petit-Caux",,"Penly","76496"
"76","Petit-Caux",,"Saint-Martin-en-Campagne","76618"
"76","Petit-Caux",,"Saint-Quentin-au-Bosc","76643"
"76","Petit-Caux",,"Tocqueville-sur-Eu","76696"
"76","Petit-Caux",,"Tourville-la-Chapelle","76704"
"76","Port-Jérôme-sur-Seine",,"Auberville-la-Campagne","76031"
"76","Port-Jérôme-sur-Seine",,"Notre-Dame-de-Gravenchon","76476"
"76","Port-Jérôme-sur-Seine",,"Touffreville-la-Cable","76701"
"76","Port-Jérôme-sur-Seine",,"Triquerville","76713"
"76","Rives-en-Seine",,"Caudebec-en-Caux","76164"
"76","Rives-en-Seine",,"Saint-Wandrille-Rançon","76659"
"76","Rives-en-Seine",,"Villequier","76742"
"76","Saint-Martin-de-l'If",,"Betteville","76089"
"76","Saint-Martin-de-l'If",,"Fréville","76289"
"76","Saint-Martin-de-l'If",,"La Folletière","76267"
"76","Saint-Martin-de-l'If",,"Mont-de-l'If","76444"
"77","Moret-Loing-et-Orvanne",,"Épisy","77170"
"77","Moret-Loing-et-Orvanne",,"Montarlot","77299"
"77","Moret-Loing-et-Orvanne",,"Orvanne","77316"
"79","Argentonnay",,"Argenton-les-Vallées","79013"
"79","Argentonnay",,"La Chapelle-Gaudin","79072"
"79","Argentonnay",,"La Coudre","79099"
"79","Argentonnay",,"Le Breuil-sous-Argenton","79053"
"79","Argentonnay",,"Moutiers-sous-Argenton","79187"
"79","Argentonnay",,"Ulcot","79333"
"79","Saint-Maurice-Étusson ",,"Étusson","79113"
"79","Saint-Maurice-Étusson ",,"Saint-Maurice-la-Fougereuse","79280"
"81","Bellegarde-Marsal",,"Bellegarde","81026"
"81","Bellegarde-Marsal",,"Marsal","81155"
"81","Fontrieu",,"Castelnau-de-Brassac","81062"
"81","Fontrieu",,"Ferrières","81091"
"81","Fontrieu",,"Le Margnès","81153"
"85","Aubigny-les-Clouzeaux",,"Aubigny","85008"
"85","Aubigny-les-Clouzeaux",,"Les Clouzeaux","85069"
"85","Bellevigny",,"Belleville-sur-Vie","85019"
"85","Bellevigny",,"Saligny","85279"
"85","Doix-les-Fontaines",,"Doix","85080"
"85","Doix-les-Fontaines",,"Fontaines","85091"
"85","Essarts-en-Bocage",,"Boulogne","85030"
"85","Essarts-en-Bocage",,"Les Essarts","85084"
"85","Essarts-en-Bocage",,"L'Oie","85165"
"85","Essarts-en-Bocage",,"Sainte-Florence","85212"
"85","Montréverd",,"Mormaison","85150"
"85","Montréverd",,"Saint-André-Treize-Voies","85197"
"85","Montréverd",,"Saint-Sulpice-le-Verdon","85272"
"85","Mouilleron-Saint-Germain",,"Mouilleron-en-Pareds","85154"
"85","Mouilleron-Saint-Germain",,"Saint-Germain-l'Aiguiller","85219"
"85","Rives-de-l'Yon",,"Chaillé-sous-les-Ormeaux","85043"
"85","Rives-de-l'Yon",,"Saint-Florent-des-Bois","85213"
"85","Sèvremont",,"La Flocellière","85090"
"85","Sèvremont",,"La Pommeraie-sur-Sèvre","85180"
"85","Sèvremont",,"Les Châtelliers-Châteaumur","85063"
"85","Sèvremont",,"Saint-Michel-Mont-Mercure","85257"
"86","Senillé-Saint-Sauveur",,"Saint-Sauveur","86245"
"86","Senillé-Saint-Sauveur",,"Senillé","86259"
"87","Val-d'Issoire",,"Bussière-Boffy","87026"
"87","Val-d'Issoire",,"Mézières-sur-Issoire","87097"
"88","Capavenir-Vosges",,"Girmont","88204"
"88","Capavenir-Vosges",,"Oncourt","88337"
"88","Capavenir-Vosges",,"Thaon-les-Vosges","88465"
"88","Granges-Aumontzey",,"Aumontzey","88018"
"88","Granges-Aumontzey",,"Granges-sur-Vologne","88218"
"88","Provenchères-et-Colroy","88361","Colroy-la-Grande","88112"
"88","Provenchères-et-Colroy","88361","Provenchères-sur-Fave","88361"
"89","Charny-Orée-de-Puisaye",,"Chambeugle","89070"
"89","Charny-Orée-de-Puisaye",,"Charny","89086"
"89","Charny-Orée-de-Puisaye",,"Chêne-Arnoult","89097"
"89","Charny-Orée-de-Puisaye",,"Chevillon","89103"
"89","Charny-Orée-de-Puisaye",,"Dicy","89138"
"89","Charny-Orée-de-Puisaye",,"Fontenouilles","89178"
"89","Charny-Orée-de-Puisaye",,"Grandchamp","89192"
"89","Charny-Orée-de-Puisaye",,"Malicorne","89241"
"89","Charny-Orée-de-Puisaye",,"Marchais-Beton","89243"
"89","Charny-Orée-de-Puisaye",,"Perreux","89294"
"89","Charny-Orée-de-Puisaye",,"Prunoy","89317"
"89","Charny-Orée-de-Puisaye",,"Saint-Denis-sur-Ouanne","89343"
"89","Charny-Orée-de-Puisaye",,"Saint-Martin-sur-Ouanne","89358"
"89","Charny-Orée-de-Puisaye",,"Villefranche","89454"
"89","Les Vallées-de-la-Vanne",,"Chigy","89107"
"89","Les Vallées-de-la-Vanne",,"Theil-sur-Vanne","89411"
"89","Les Vallées-de-la-Vanne",,"Vareilles","89429"
"89","Le Val-d'Ocre",,"Saint-Aubin-Château-Neuf","89334"
"89","Le Val-d'Ocre",,"Saint-Martin-sur-Ocre","89356"
"89","Sépeaux-Saint-Romain",,"Saint-Romain-le-Preux","89366"
"89","Sépeaux-Saint-Romain",,"Sépeaux","89388"
"89","Valravillon",,"Guerchy","89196"
"89","Valravillon",,"Laduz","89213"
"89","Valravillon",,"Neuilly","89275"
"89","Valravillon",,"Villemer","89457"
"89","Vermenton",,"Sacy","89330"
"89","Vermenton",,"Vermenton","89441"
