"dep","nouvelle","insee_nouvelle","ancienne","insee_ancienne"
"49","Mauges-sur-Loire","49244","Saint-Laurent-du-Mottay","49297"
"49","Mazé-Milon","49139","Fontaine-Milon","49139"
"49","Mazé-Milon","49139","Mazé","49194"
"49","Montrevault-sur-Èvre","49218","Chaudron-en-Mauges","49083"
"49","Montrevault-sur-Èvre","49218","La Boissière-sur-Èvre","49033"
"49","Montrevault-sur-Èvre","49218","La Chaussaire","49085"
"49","Montrevault-sur-Èvre","49218","La Salle-et-Chapelle-Aubry","49324"
"49","Montrevault-sur-Èvre","49218","Le Fief-Sauvin","49137"
"49","Montrevault-sur-Èvre","49218","Le Fuilet","49145"
"49","Montrevault-sur-Èvre","49218","Le Puiset-Doré","49252"
"49","Montrevault-sur-Èvre","49218","Montrevault","49218"
"49","Montrevault-sur-Èvre","49218","Saint-Pierre-Montlimart","49313"
"49","Montrevault-sur-Èvre","49218","Saint-Quentin-en-Mauges","49314"
"49","Montrevault-sur-Èvre","49218","Saint-Rémy-en-Mauges","49316"
"49","Morannes-sur-Sarthe","49220","Chemiré-sur-Sarthe","49093"
"49","Morannes-sur-Sarthe","49220","Morannes","49220"
"49","Orée-d'Anjou","49069","Bouzillé","49040"
"49","Orée-d'Anjou","49069","Champtoceaux","49069"
"49","Orée-d'Anjou","49069","Drain","49126"
"49","Orée-d'Anjou","49069","La Varenne","49360"
"49","Orée-d'Anjou","49069","Landemont","49172"
"49","Orée-d'Anjou","49069","Liré","49177"
"49","Orée-d'Anjou","49069","Saint-Christophe-la-Couperie","49270"
"49","Orée-d'Anjou","49069","Saint-Laurent-des-Autels","49296"
"49","Orée-d'Anjou","49069","Saint-Sauveur-de-Landemont","49320"
"49","Sèvremoine","49301","La Renaudière","49258"
"49","Sèvremoine","49301","Le Longeron","49179"
"49","Sèvremoine","49301","Montfaucon-Montigné","49206"
"49","Sèvremoine","49301","Roussay","49263"
"49","Sèvremoine","49301","Saint-André-de-la-Marche","49264"
"49","Sèvremoine","49301","Saint-Crespin-sur-Moine","49273"
"49","Sèvremoine","49301","Saint-Germain-sur-Moine","49285"
"49","Sèvremoine","49301","Saint-Macaire-en-Mauges","49301"
"49","Sèvremoine","49301","Tillières","49349"
"49","Sèvremoine","49301","Torfou","49350"
"49","Tuffalun","49003","Ambillou-Château","49003"
"49","Tuffalun","49003","Louerre","49181"
"49","Tuffalun","49003","Noyant-la-Plaine","49230"
"49","Val-du-Layon","49292","Saint-Aubin-de-Luigné","49265"
"49","Val-du-Layon","49292","Saint-Lambert-du-Lattay","49292"
"49","Verrières-en-Anjou","49323","Pellouailles-les-Vignes","49238"
"49","Verrières-en-Anjou","49323","Saint-Sylvain-d'Anjou","49323"
"50","Bourgvallées","50546","Gourfaleur","50213"
"50","Bourgvallées","50546","La Mancellière-sur-Vire","50287"
"50","Bourgvallées","50546","Saint-Romphaire","50545"
"50","Bourgvallées","50546","Saint-Samson-de-Bonfossé","50546"
"50","Bricquebec-en-Cotentin","50082","Bricquebec","50082"
"50","Bricquebec-en-Cotentin","50082","Le Valdécie","50614"
"50","Bricquebec-en-Cotentin","50082","Le Vrétot","50646"
"50","Bricquebec-en-Cotentin","50082","Les Perques","50396"
"50","Bricquebec-en-Cotentin","50082","Quettetot","50418"
"50","Bricquebec-en-Cotentin","50082","Saint-Martin-le-Hébert","50520"
"50","Buais-les-Monts","50090","Buais","50090"
"50","Buais-les-Monts","50090","Saint-Symphorien-des-Monts","50557"
"50","Carentan-les-Marais","50099","Angoville-au-Plain","50010"
"50","Carentan-les-Marais","50099","Carentan","50099"
"50","Carentan-les-Marais","50099","Houesville","50249"
"50","Carentan-les-Marais","50099","Saint-Côme-du-Mont","50458"
"50","Cherbourg-en-Cotentin","50129","Cherbourg-Octeville","50129"
"50","Cherbourg-en-Cotentin","50129","Équeurdreville-Hainneville","50173"
"50","Cherbourg-en-Cotentin","50129","La Glacerie","50203"
"50","Cherbourg-en-Cotentin","50129","Querqueville","50416"
"50","Cherbourg-en-Cotentin","50129","Tourlaville","50602"
"50","Condé-sur-Vire","50139","Condé-sur-Vire","50139"
"50","Condé-sur-Vire","50139","Le Mesnil-Raoult","50319"
"50","Ducey-les-Chéris","50168","Ducey","50168"
"50","Ducey-les-Chéris","50168","Les Chéris","50132"
"50","Gonneville-le-Theil","50209","Gonneville","50209"
"50","Gonneville-le-Theil","50209","Le Theil","50595"
"50","Gouville-sur-Mer","50215","Boisroger","50061"
"50","Gouville-sur-Mer","50215","Gouville-sur-Mer","50215"
"50","Grandparigny","50391","Chèvreville","50133"
"50","Grandparigny","50391","Martigny","50293"
"50","Grandparigny","50391","Milly","50329"
"50","Grandparigny","50391","Parigny","50391"
"50","La Haye","50236","Baudreville","50035"
"50","La Haye","50236","Bolleville","50063"
"50","La Haye","50236","Glatigny","50204"
"50","La Haye","50236","La Haye-du-Puits","50236"
"50","La Haye","50236","Mobecq","50330"
"50","La Haye","50236","Montgardon","50343"
"50","La Haye","50236","Saint-Rémy-des-Landes","50544"
"50","La Haye","50236","Saint-Symphorien-le-Valois","50558"
"50","La Haye","50236","Surville","50586"
"50","Le Grippon","50115","Champcervon","50115"
"50","Le Grippon","50115","Les Chambres","50114"
"50","Le Parc","50535","Braffais","50071"
"50","Le Parc","50535","Plomb","50406"
"50","Le Parc","50535","Sainte-Pience","50535"
"50","Le Teilleul","50591","Ferrières","50179"
"50","Le Teilleul","50591","Heussé","50245"
"50","Le Teilleul","50591","Husson","50254"
"50","Le Teilleul","50591","Le Teilleul","50591"
"50","Le Teilleul","50591","Sainte-Marie-du-Bois","50508"
"50","Lessay","50267","Angoville-sur-Ay","50012"
"50","Lessay","50267","Lessay","50267"
"50","Marigny-le-Lozon","50292","Lozon","50280"
"50","Marigny-le-Lozon","50292","Marigny","50292"
"50","Montsenelle","50273","Coigny","50136"
"50","Montsenelle","50273","Lithaire","50273"
"50","Montsenelle","50273","Prétot-Sainte-Suzanne","50415"
"50","Montsenelle","50273","Saint-Jores","50497"
"50","Mortain-Bocage","50359","Bion","50056"
"50","Mortain-Bocage","50359","Mortain","50359"
"50","Mortain-Bocage","50359","Notre-Dame-du-Touchet","50381"
"50","Mortain-Bocage","50359","Saint-Jean-du-Corail","50494"
"50","Mortain-Bocage","50359","Villechien","50638"
"50","Moyon Villages","50363","Chevry","50134"
"50","Moyon Villages","50363","Le Mesnil-Opac","50316"
"50","Moyon Villages","50363","Moyon","50363"
"50","Orval-sur-Sienne","50388","Montchaton","50339"
"50","Orval-sur-Sienne","50388","Orval","50388"
"50","Percy-en-Normandie","50393","Le Chefresne","50128"
"50","Percy-en-Normandie","50393","Percy","50393"
"50","Picauville","50400","Amfreville","50005"
"50","Picauville","50400","Cretteville","50153"
"50","Picauville","50400","Gourbesville","50212"
"50","Picauville","50400","Houtteville","50250"
"50","Picauville","50400","Picauville","50400"
"50","Picauville","50400","Vindefontaine","50642"
"50","Pontorson","50410","Macey","50284"
"50","Pontorson","50410","Pontorson","50410"
"50","Pontorson","50410","Vessey","50630"
"50","Quettreville-sur-Sienne","50419","Hyenville","50255"
"50","Quettreville-sur-Sienne","50419","Quettreville-sur-Sienne","50419"
"50","Romagny-Fontenay","50436","Fontenay","50189"
"50","Romagny-Fontenay","50436","Romagny","50436"
"50","Saint-Hilaire-du-Harcouët","50484","Saint-Hilaire-du-Harcouët","50484"
"50","Saint-Hilaire-du-Harcouët","50484","Saint-Martin-de-Landelles","50515"
"50","Saint-Hilaire-du-Harcouët","50484","Virey","50644"
"50","Saint-Jean-d'Elle","50492","Notre-Dame-d'Elle","50380"
"50","Saint-Jean-d'Elle","50492","Précorbin","50414"
"50","Saint-Jean-d'Elle","50492","Rouxeville","50441"
"50","Saint-Jean-d'Elle","50492","Saint-Jean-des-Baisants","50492"
"50","Saint-Jean-d'Elle","50492","Vidouville","50635"
"50","Sainte-Mère-Église","50523","Beuzeville-au-Plain","50051"
"50","Sainte-Mère-Église","50523","Chef-du-Pont","50127"
"50","Sainte-Mère-Église","50523","Écoquenéauville","50170"
"50","Sainte-Mère-Église","50523","Foucarville","50191"
"50","Sainte-Mère-Église","50523","Sainte-Mère-Église","50523"
"50","Sartilly-Baie-Bocage","50565","Angey","50009"
"50","Sartilly-Baie-Bocage","50565","Champcey","50116"
"50","Sartilly-Baie-Bocage","50565","La Rochelle-Normande","50434"
"50","Sartilly-Baie-Bocage","50565","Montviron","50355"
"50","Sartilly-Baie-Bocage","50565","Sartilly","50565"
"50","Sourdeval","50582","Sourdeval","50582"
"50","Sourdeval","50582","Vengeons","50625"
"50","Terre-et-Marais","50564","Saint-Georges-de-Bohon","50470"
"50","Terre-et-Marais","50564","Sainteny","50564"
"50","Tessy-Bocage","50592","Fervaches","50180"
"50","Tessy-Bocage","50592","Tessy-sur-Vire","50592"
"50","Thèreval","50239","Hébécrevon","50239"
"50","Thèreval","50239","La Chapelle-en-Juger","50123"
"50","Torigny-les-Villes","50601","Brectouville","50075"
"50","Torigny-les-Villes","50601","Giéville","50202"
"50","Torigny-les-Villes","50601","Guilberville","50224"
"50","Torigny-les-Villes","50601","Torigni-sur-Vire","50601"
"50","Vicq-sur-Mer","50142","Cosqueville","50142"
"50","Vicq-sur-Mer","50142","Gouberville","50211"
"50","Vicq-sur-Mer","50142","Néville-sur-Mer","50375"
"50","Vicq-sur-Mer","50142","Réthoville","50432"
"50","Villedieu-les-Poêles-Rouffigny","50639","Rouffigny","50440"
"50","Villedieu-les-Poêles-Rouffigny","50639","Villedieu-les-Poêles","50639"
"51","Aÿ-Champagne","51030","Ay","51030"
"51","Aÿ-Champagne","51030","Bisseuil","51064"
"51","Aÿ-Champagne","51030","Mareuil-sur-Ay","51347"
"51","Val-de-Livre","51564","Louvois","51331"
"51","Val-de-Livre","51564","Tauxières-Mutry","51564"
"52","La Porte-du-Der","52331","Montier-en-Der","52331"
"52","La Porte-du-Der","52331","Robert-Magny","52427"
"52","Le Montsaugeonnais","52405","Montsaugeon","52340"
"52","Le Montsaugeonnais","52405","Prauthoy","52405"
"52","Le Montsaugeonnais","52405","Vaux-sous-Aubigny","52509"
"52","Rives-Dervoises","52411","Droyes","52180"
"52","Rives-Dervoises","52411","Longeville-sur-la-Laines","52293"
"52","Rives-Dervoises","52411","Louze","52296"
"52","Rives-Dervoises","52411","Puellemontier","52411"
"52","Saints-Geosmes","52449","Balesmes-sur-Marne","52036"
"52","Saints-Geosmes","52449","Saints-Geosmes","52449"
"52","Villegusien-le-Lac","52529","Heuilley-Cotton","52239"
"52","Villegusien-le-Lac","52529","Villegusien-le-Lac","52529"
"53","Loiron-Ruillé","53137","Loiron","53137"
"53","Loiron-Ruillé","53137","Ruillé-le-Gravelais","53194"
"53","Pré-en-Pail-Saint-Samson","53185","Pré-en-Pail","53185"
"53","Pré-en-Pail-Saint-Samson","53185","Saint-Samson","53252"
"53","Sainte-Suzanne-et-Chammes","53255","Chammes","53050"
"53","Sainte-Suzanne-et-Chammes","53255","Sainte-Suzanne","53255"
"56","Évellys","56144","Moustoir-Remungol","56142"
"56","Évellys","56144","Naizin","56144"
"56","Évellys","56144","Remungol","56192"
"56","Theix-Noyalo","56251","Noyalo","56150"
"56","Theix-Noyalo","56251","Theix","56251"
"56","Val-d'Oust","56197","La Chapelle-Caro","56037"
"56","Val-d'Oust","56197","Le Roc-Saint-André","56197"
"56","Val-d'Oust","56197","Quily","56187"
"57","Ancy-Dornot","57021","Ancy-sur-Moselle","57021"
"57","Ancy-Dornot","57021","Dornot","57184"
"58","Beaulieu","58026","Beaulieu","58026"
"58","Beaulieu","58026","Dompierre-sur-Héry","58100"
"58","Beaulieu","58026","Michaugues","58167"
"59","Ghyvelde","59260","Ghyvelde","59260"
"59","Ghyvelde","59260","Les Moëres","59404"
"59","Téteghem-Coudekerque-Village","59588","Coudekerque-Village","59154"
"59","Téteghem-Coudekerque-Village","59588","Téteghem","59588"
"60","Bornel","60088","Anserville","60018"
"60","Bornel","60088","Bornel","60088"
"60","Bornel","60088","Fosseuse","60246"
"61","Athis-Val-de-Rouvre","61007","Athis-de-l'Orne","61007"
"61","Athis-Val-de-Rouvre","61007","Bréel","61058"
"61","Athis-Val-de-Rouvre","61007","La Carneille","61073"
"61","Athis-Val-de-Rouvre","61007","Les Tourailles","61489"
"61","Athis-Val-de-Rouvre","61007","Notre-Dame-du-Rocher","61313"
"61","Athis-Val-de-Rouvre","61007","Ronfeugerai","61353"
"61","Athis-Val-de-Rouvre","61007","Ségrie-Fontaine","61465"
"61","Athis-Val-de-Rouvre","61007","Taillebois","61478"
"61","Bagnoles-de-l'Orne-Normandie","61483","Bagnoles-de-l'Orne","61483"
"61","Bagnoles-de-l'Orne-Normandie","61483","Saint-Michel-des-Andaines","61431"
"61","Chailloué","61081","Chailloué","61081"
"61","Chailloué","61081","Marmouillé","61253"
"61","Chailloué","61081","Neuville-près-Sées","61306"
"61","Cour-Maugis-sur-Huisne","61050","Boissy-Maugis","61050"
"61","Cour-Maugis-sur-Huisne","61050","Courcerault","61128"
"61","Cour-Maugis-sur-Huisne","61050","Maison-Maugis","61245"
"61","Cour-Maugis-sur-Huisne","61050","Saint-Maurice-sur-Huisne","61430"
"61","Domfront-en-Poiraie","61145","Domfront","61145"
"61","Domfront-en-Poiraie","61145","La Haute-Chapelle","61201"
"61","Domfront-en-Poiraie","61145","Rouellé","61355"
"61","Écouché-les-Vallées","61153","Batilly","61027"
"61","Écouché-les-Vallées","61153","Écouché","61153"
"61","Écouché-les-Vallées","61153","La Courbe","61127"
"61","Écouché-les-Vallées","61153","Loucé","61236"
"61","Écouché-les-Vallées","61153","Saint-Ouen-sur-Maire","61441"
"61","Écouché-les-Vallées","61153","Serans","61470"
"61","Écouves","61341","Forges","61175"
"61","Écouves","61341","Radon","61341"
"61","Écouves","61341","Vingt-Hanaps","61509"
"61","Juvigny-Val-d'Andaine","61211","Beaulandais","61033"
"61","Juvigny-Val-d'Andaine","61211","Juvigny-sous-Andaine","61211"
"61","Juvigny-Val-d'Andaine","61211","La Baroche-sous-Lucé","61025"
"61","Juvigny-Val-d'Andaine","61211","Loré","61235"
"61","Juvigny-Val-d'Andaine","61211","Lucé","61239"
"61","Juvigny-Val-d'Andaine","61211","Saint-Denis-de-Villenette","61380"
"61","Juvigny-Val-d'Andaine","61211","Sept-Forges","61469"
"61","La Ferté-en-Ouche","61167","Anceins","61003"
"61","La Ferté-en-Ouche","61167","Bocquencé","61047"
"61","La Ferté-en-Ouche","61167","Couvains","61136"
"61","La Ferté-en-Ouche","61167","Gauville","61184"
"61","La Ferté-en-Ouche","61167","Glos-la-Ferrière","61191"
"61","La Ferté-en-Ouche","61167","Heugon","61205"
"61","La Ferté-en-Ouche","61167","La Ferté-Frênel","61167"
"61","La Ferté-en-Ouche","61167","Monnai","61282"
"61","La Ferté-en-Ouche","61167","Saint-Nicolas-des-Laitiers","61434"
"61","La Ferté-en-Ouche","61167","Villers-en-Ouche","61506"
"61","Les Monts-d'Andaine","61463","La Sauvagère","61463"
"61","Les Monts-d'Andaine","61463","Saint-Maurice-du-Désert","61428"
"61","Longny-les-Villages","61230","La Lande-sur-Eure","61220"
"61","Longny-les-Villages","61230","Longny-au-Perche","61230"
"61","Longny-les-Villages","61230","Malétable","61247"
"61","Longny-les-Villages","61230","Marchainville","61250"
"61","Longny-les-Villages","61230","Monceaux-au-Perche","61280"
"61","Longny-les-Villages","61230","Moulicent","61296"
"61","Longny-les-Villages","61230","Neuilly-sur-Eure","61305"
"61","Longny-les-Villages","61230","Saint-Victor-de-Réno","61458"
"61","Passais-Villages","61324","L'Épinay-le-Comte","61155"
"61","Passais-Villages","61324","Passais","61324"
"61","Passais-Villages","61324","Saint-Siméon","61455"
"61","Perche-en-Nocé","61309","Colonard-Corubert","61112"
"61","Perche-en-Nocé","61309","Dancé","61144"
"61","Perche-en-Nocé","61309","Nocé","61309"
"61","Perche-en-Nocé","61309","Préaux-du-Perche","61337"
"61","Perche-en-Nocé","61309","Saint-Aubin-des-Grois","61368"
"61","Perche-en-Nocé","61309","Saint-Jean-de-la-Forêt","61409"
"61","Putanges-le-Lac","61339","Chênedouit","61106"
"61","Putanges-le-Lac","61339","La Forêt-Auvray","61174"
"61","Putanges-le-Lac","61339","La Fresnaye-au-Sauvage","61179"
"61","Putanges-le-Lac","61339","Les Rotours","61354"
"61","Putanges-le-Lac","61339","Ménil-Jean","61270"
"61","Putanges-le-Lac","61339","Putanges-Pont-Écrepin","61339"
"61","Putanges-le-Lac","61339","Rabodanges","61340"
"61","Putanges-le-Lac","61339","Saint-Aubert-sur-Orne","61364"
"61","Putanges-le-Lac","61339","Sainte-Croix-sur-Orne","61378"
"61","Rémalard-en-Perche","61345","Bellou-sur-Huisne","61042"
"61","Rémalard-en-Perche","61345","Dorceau","61147"
"61","Rémalard-en-Perche","61345","Rémalard","61345"
"61","Rives-d'Andaine","61096","Couterne","61135"
"61","Rives-d'Andaine","61096","Geneslay","61186"
"61","Rives-d'Andaine","61096","Haleine","61200"
"61","Rives-d'Andaine","61096","La Chapelle-d'Andaine","61096"
"61","Sablons-sur-Huisne","61116","Condé-sur-Huisne","61116"
"61","Sablons-sur-Huisne","61116","Condeau","61115"
"61","Sablons-sur-Huisne","61116","Coulonges-les-Sablons","61125"
"61","Sap-en-Auge","61460","Le Sap","61460"
"61","Sap-en-Auge","61460","Orville","61320"
"61","Tourouvre-au-Perche","61491","Autheuil","61016"
"61","Tourouvre-au-Perche","61491","Bivilliers","61045"
"61","Tourouvre-au-Perche","61491","Bresolettes","61059"
"61","Tourouvre-au-Perche","61491","Bubertré","61065"
"61","Tourouvre-au-Perche","61491","Champs","61090"
"61","Tourouvre-au-Perche","61491","La Poterie-au-Perche","61335"
"61","Tourouvre-au-Perche","61491","Lignerolles","61226"
"61","Tourouvre-au-Perche","61491","Prépotin","61338"
"61","Tourouvre-au-Perche","61491","Randonnai","61343"
"61","Tourouvre-au-Perche","61491","Tourouvre","61491"
"61","Val-au-Perche","61484","Gémages","61185"
"61","Val-au-Perche","61484","L'Hermitière","61204"
"61","Val-au-Perche","61484","La Rouge","61356"
"61","Val-au-Perche","61484","Le Theil","61484"
"61","Val-au-Perche","61484","Mâle","61246"
"61","Val-au-Perche","61484","Saint-Agnan-sur-Erre","61359"
"62","Saint-Augustin","62691","Clarques","62226"
"62","Saint-Augustin","62691","Rebecques","62691"
"62","Saint-Martin-lez-Tatinghem","62757","Saint-Martin-au-Laërt","62757"
"62","Saint-Martin-lez-Tatinghem","62757","Tatinghem","62807"
"63","Aulhat-Flat","63160","Aulhat-Saint-Privat","63018"
"63","Aulhat-Flat","63160","Flat","63160"
"63","Chambaron-sur-Morge","63244","Cellule","63068"
"63","Chambaron-sur-Morge","63244","La Moutade","63244"
"63","Nonette-Orsonnette","63255","Nonette","63255"
"63","Nonette-Orsonnette","63255","Orsonnette","63266"
"65","Gavarnie-Gèdre","65192","Gavarnie","65188"
"65","Gavarnie-Gèdre","65192","Gèdre","65192"
"65","Loudenvielle","65282","Armenteule","65027"
"65","Loudenvielle","65282","Loudenvielle","65282"
"67","Sommerau","67004","Allenwiller","67004"
"67","Sommerau","67004","Birkenwald","67041"
"67","Sommerau","67004","Salenthal","67431"
"67","Sommerau","67004","Singrist","67469"
"67","Truchtersheim","67495","Pfettisheim","67374"
"67","Truchtersheim","67495","Truchtersheim","67495"
"67","Val-de-Moder","67372","La Walck","67512"
"67","Val-de-Moder","67372","Pfaffenhoffen","67372"
"67","Val-de-Moder","67372","Uberach","67496"
"67","Wingersheim-les-Quatre-Bans","67539","Gingsheim","67158"
"67","Wingersheim-les-Quatre-Bans","67539","Hohatzenheim","67207"
"67","Wingersheim-les-Quatre-Bans","67539","Mittelhausen","67297"
"67","Wingersheim-les-Quatre-Bans","67539","Wingersheim","67539"
"68","Aspach-Michelbach","68012","Aspach-le-Haut","68012"
"68","Aspach-Michelbach","68012","Michelbach","68206"
"68","Bernwiller","68006","Ammertzwiller","68006"
"68","Bernwiller","68006","Bernwiller","68031"
"68","Brunstatt-Didenheim","68056","Brunstatt","68056"
"68","Brunstatt-Didenheim","68056","Didenheim","68070"
"68","Illtal","68240","Grentzingen","68108"
"68","Illtal","68240","Henflingen","68133"
"68","Illtal","68240","Oberdorf","68240"
"68","Kaysersberg-Vignoble","68162","Kaysersberg","68162"
"68","Kaysersberg-Vignoble","68162","Kientzheim","68164"
"68","Kaysersberg-Vignoble","68162","Sigolsheim","68310"
"68","Le Haut-Soultzbach","68219","Mortzwiller","68219"
"68","Le Haut-Soultzbach","68219","Soppe-le-Haut","68314"
"68","Masevaux-Niederbruck","68201","Masevaux","68201"
"68","Masevaux-Niederbruck","68201","Niederbruck","68233"
"68","Porte-du-Ried","68143","Holtzwihr","68143"
"68","Porte-du-Ried","68143","Riedwihr","68272"
"68","Spechbach","68320","Spechbach-le-Bas","68319"
"68","Spechbach","68320","Spechbach-le-Haut","68320"
"69","Cours","69066","Cours-la-Ville","69066"
"69","Cours","69066","Pont-Trambouze","69158"
"69","Cours","69066","Thel","69247"
"70","La Romaine","70418","Greucourt","70281"
"70","La Romaine","70418","Le Pont-de-Planches","70418"
"70","La Romaine","70418","Vezet","70551"
"71","Fragnes-la-Loyère","71204","Fragnes","71204"
"71","Fragnes-la-Loyère","71204","La Loyère","71265"
"71","Le Rousset-Marizy","71279","Le Rousset","71375"
"71","Le Rousset-Marizy","71279","Marizy","71279"
"72","Ballon-Saint-Mars","72023","Ballon","72023"
"72","Ballon-Saint-Mars","72023","Saint-Mars-sous-Ballon","72301"
"72","Tuffé-Val-de-la-Chéronne","72363","Saint-Hilaire-le-Lierru","72288"
"72","Tuffé-Val-de-la-Chéronne","72363","Tuffé","72363"
"73","Aime-la-Plagne","73006","Aime","73006"
"73","Aime-la-Plagne","73006","Granier","73126"
"73","Aime-la-Plagne","73006","Montgirod","73169"
"73","Entrelacs","73010","Albens","73010"
"73","Entrelacs","73010","Cessens","73062"
"73","Entrelacs","73010","Épersy","73108"
"73","Entrelacs","73010","Mognard","73158"
"73","Entrelacs","73010","Saint-Germain-la-Chambotte","73238"
"73","Entrelacs","73010","Saint-Girod","73239"
"73","La Plagne-Tarentaise","73150","Bellentre","73038"
"73","La Plagne-Tarentaise","73150","La Côte-d'Aime","73093"
"73","La Plagne-Tarentaise","73150","Mâcot-la-Plagne","73150"
"73","La Plagne-Tarentaise","73150","Valezan","73305"
"73","Les Belleville","73257","Saint-Martin-de-Belleville","73257"
"73","Les Belleville","73257","Villarlurin","73321"
"73","Salins-Fontaine","73284","Fontaine-le-Puits","73115"
"73","Salins-Fontaine","73284","Salins-les-Thermes","73284"
"74","Epagny-Metz-Tessy","74112","Épagny","74112"
"74","Epagny-Metz-Tessy","74112","Metz-Tessy","74181"
"74","Faverges-Seythenex","74123","Faverges","74123"
"74","Faverges-Seythenex","74123","Seythenex","74270"
"74","Talloires-Montmin","74275","Montmin","74187"
"74","Talloires-Montmin","74275","Talloires","74275"
"74","Val-de-Chaise","74167","Cons-Sainte-Colombe","74084"
"74","Val-de-Chaise","74167","Marlens","74167"
"76","Arelaune-en-Seine","76401","La Mailleraye-sur-Seine","76401"
"76","Arelaune-en-Seine","76401","Saint-Nicolas-de-Bliquetuit","76625"
"76","Forges-les-Eaux","76276","Forges-les-Eaux","76276"
"76","Forges-les-Eaux","76276","Le Fossé","76277"
"76","Petit-Caux","76618","Assigny","76027"
"76","Petit-Caux","76618","Auquemesnil","76037"
"76","Petit-Caux","76618","Belleville-sur-Mer","76073"
"76","Petit-Caux","76618","Berneval-le-Grand","76081"
"76","Petit-Caux","76618","Biville-sur-Mer","76098"
"76","Petit-Caux","76618","Bracquemont","76137"
"76","Petit-Caux","76618","Brunville","76145"
"76","Petit-Caux","76618","Derchigny","76215"
"76","Petit-Caux","76618","Glicourt","76301"
"76","Petit-Caux","76618","Gouchaupre","76310"
"76","Petit-Caux","76618","Greny","76326"
"76","Petit-Caux","76618","Guilmécourt","76337"
"76","Petit-Caux","76618","Intraville","76376"
"76","Petit-Caux","76618","Penly","76496"
"76","Petit-Caux","76618","Saint-Martin-en-Campagne","76618"
"76","Petit-Caux","76618","Saint-Quentin-au-Bosc","76643"
"76","Petit-Caux","76618","Tocqueville-sur-Eu","76696"
"76","Petit-Caux","76618","Tourville-la-Chapelle","76704"
"76","Port-Jérôme-sur-Seine","76476","Auberville-la-Campagne","76031"
"76","Port-Jérôme-sur-Seine","76476","Notre-Dame-de-Gravenchon","76476"
"76","Port-Jérôme-sur-Seine","76476","Touffreville-la-Cable","76701"
"76","Port-Jérôme-sur-Seine","76476","Triquerville","76713"
"76","Rives-en-Seine","76164","Caudebec-en-Caux","76164"
"76","Rives-en-Seine","76164","Saint-Wandrille-Rançon","76659"
"76","Rives-en-Seine","76164","Villequier","76742"
"76","Saint-Martin-de-l'If","76289","Betteville","76089"
"76","Saint-Martin-de-l'If","76289","Fréville","76289"
"76","Saint-Martin-de-l'If","76289","La Folletière","76267"
"76","Saint-Martin-de-l'If","76289","Mont-de-l'If","76444"
"77","Moret-Loing-et-Orvanne","77316","Épisy","77170"
"77","Moret-Loing-et-Orvanne","77316","Montarlot","77299"
"77","Moret-Loing-et-Orvanne","77316","Orvanne","77316"
"79","Argentonnay","79013","Argenton-les-Vallées","79013"
"79","Argentonnay","79013","La Chapelle-Gaudin","79072"
"79","Argentonnay","79013","La Coudre","79099"
"79","Argentonnay","79013","Le Breuil-sous-Argenton","79053"
"79","Argentonnay","79013","Moutiers-sous-Argenton","79187"
"79","Argentonnay","79013","Ulcot","79333"
"79","Saint-Maurice-Étusson ","79280","Étusson","79113"
"79","Saint-Maurice-Étusson ","79280","Saint-Maurice-la-Fougereuse","79280"
"81","Bellegarde-Marsal","81026","Bellegarde","81026"
"81","Bellegarde-Marsal","81026","Marsal","81155"
"81","Fontrieu","81062","Castelnau-de-Brassac","81062"
"81","Fontrieu","81062","Ferrières","81091"
"81","Fontrieu","81062","Le Margnès","81153"
"85","Aubigny-les-Clouzeaux","85008","Aubigny","85008"
"85","Aubigny-les-Clouzeaux","85008","Les Clouzeaux","85069"
"85","Bellevigny","85019","Belleville-sur-Vie","85019"
"85","Bellevigny","85019","Saligny","85279"
"85","Doix-les-Fontaines","85080","Doix","85080"
"85","Doix-les-Fontaines","85080","Fontaines","85091"
"85","Essarts-en-Bocage","85084","Boulogne","85030"
"85","Essarts-en-Bocage","85084","L'Oie","85165"
"85","Essarts-en-Bocage","85084","Les Essarts","85084"
"85","Essarts-en-Bocage","85084","Sainte-Florence","85212"
"85","Montréverd","85197","Mormaison","85150"
"85","Montréverd","85197","Saint-André-Treize-Voies","85197"
"85","Montréverd","85197","Saint-Sulpice-le-Verdon","85272"
"85","Mouilleron-Saint-Germain","85154","Mouilleron-en-Pareds","85154"
"85","Mouilleron-Saint-Germain","85154","Saint-Germain-l'Aiguiller","85219"
"85","Rives-de-l'Yon","85213","Chaillé-sous-les-Ormeaux","85043"
"85","Rives-de-l'Yon","85213","Saint-Florent-des-Bois","85213"
"85","Sèvremont","85090","La Flocellière","85090"
"85","Sèvremont","85090","La Pommeraie-sur-Sèvre","85180"
"85","Sèvremont","85090","Les Châtelliers-Châteaumur","85063"
"85","Sèvremont","85090","Saint-Michel-Mont-Mercure","85257"
"86","Senillé-Saint-Sauveur","86245","Saint-Sauveur","86245"
"86","Senillé-Saint-Sauveur","86245","Senillé","86259"
"87","Val-d'Issoire","87097","Bussière-Boffy","87026"
"87","Val-d'Issoire","87097","Mézières-sur-Issoire","87097"
"88","Capavenir-Vosges","88465","Girmont","88204"
"88","Capavenir-Vosges","88465","Oncourt","88337"
"88","Capavenir-Vosges","88465","Thaon-les-Vosges","88465"
"88","Granges-Aumontzey","88218","Aumontzey","88018"
